Rank	Name	Rating	Year
16	Josef Noa	2574	1885
17	Louis Paulsen	2570	1885
18	Fritz Riemann	2567	1885
19	Miksa Weiss	2567	1885
20	Dion Martinez	2566	1885
21	Emil Schallopp	2559	1885
22	Jacques Schwarz	2556	1885
23	William Wayte	2555	1885
24	Jules de Rivière	2545	1885
25	Alexander Sellman	2532	1885
26	Adolf Schwarz	2531	1885
27	Philipp Meitner	2531	1885
28	Bernhard Fleissig	2527	1885
29	Arnold Schottländer	2518	1885
30	Max Bier	2503	1885
31	Albert Clerc	2501	1885
32	Edmund Thorold	2493	1885
33	Preston Ware Jr	2491	1885
34	Goudjou	2477	1885
35	Wilfried Paulsen	2476	1885
36	John Lord	2454	1885
37	Charles Ranken	2437	1885
38	Alexander Fritz	2434	1885
39	Arthur Skipworth	2429	1885
40	James Mortimer	2421	1885
41	Max Lange	2419	1885
42	Isidor Gunsberg	2412	1885
43	George MacDonnell	2407	1885
44	James Minchin	2403	1885
45	John Owen	2400	1885
46	Karl Leffmann	2390	1885
47	Daniel Mills	2383	1885
48	Charles Lambert	2356	1885
49	Joseph Blake	2352	1885
50	Charles-Emile Chasery	2349	1885
51	Finaly	2320	1885
52	de Pernes	2320	1885
53	John Coker	2319	1885
54	Istel	2275	1885
1	Wilhelm Steinitz	2777	1886
2	Johannes Zukertort	2757	1886
3	Joseph Blackburne	2717	1886
4	Berthold Englisch	2679	1886
5	Szymon Winawer	2673	1886
6	James Mason	2670	1886
7	Siegbert Tarrasch	2657	1886
8	J Moore Hanham	2651	1886
9	Samuel Rosenthal	2635	1886
10	Miksa Weiss	2634	1886
11	Emil Schallopp	2633	1886
12	George Mackenzie	2632	1886
13	Mikhail Chigorin	2629	1886
14	Eugene Delmar	2628	1886
15	Isidor Gunsberg	2609	1886
16	Henry Bird	2599	1886
17	Fritz Riemann	2581	1886
18	Curt von Bardeleben	2579	1886
19	Johann Berger	2576	1886
20	Hans von Minckwitz	2574	1886
21	Dion Martinez	2574	1886
22	Vincenz Hrubý	2566	1886
23	Gustave Simonson	2552	1886
24	Ernst Flechsig	2543	1886
25	L Rothschild	2542	1886
26	Louis Paulsen	2538	1886
27	Jacques Schwarz	2536	1886
28	H Richardson	2529	1886
29	Jules de Rivière	2527	1886
30	Alexander Sellman	2522	1886
31	David Baird	2520	1886
32	William Wayte	2513	1886
33	Antony Guest	2505	1886
34	Wordsworth Donisthorpe	2505	1886
35	Josef Noa	2504	1886
36	Hermann von Gottschall	2497	1886
37	Jean Taubenhaus	2493	1886
38	Charles Isaacson	2478	1886
39	John Baird	2477	1886
40	John Ryan	2469	1886
41	Alexander Fritz	2448	1886
42	Arnold Schottländer	2445	1886
43	Arthur Skipworth	2438	1886
44	Max Lange	2436	1886
45	Edmund Thorold	2436	1886
46	Max Bier	2427	1886
47	George MacDonnell	2423	1886
48	James Mortimer	2423	1886
49	Wilfried Paulsen	2423	1886
50	William Pollock	2422	1886
51	C Fisher	2419	1886
52	Karl Leffmann	2413	1886
53	Charles Ranken	2409	1886
54	James Minchin	2405	1886
55	August Vorrath	2400	1886
56	George Carpenter	2387	1886
57	Wilfred Palmer	2386	1886
58	George Wainwright	2383	1886
59	Rudolf Loman	2375	1886
60	John de Soyres	2353	1886
61	Thomas Hewitt	2353	1886
62	John Owen	2348	1886
63	Henry Schieffelin	2343	1886
64	Daniel Mills	2329	1886
65	Henry Reeves	2322	1886
66	Rumbold	2322	1886
67	Joseph Babson	2262	1886
68	William Mackeson	2223	1886
1	Wilhelm Steinitz	2800	1887
2	Joseph Blackburne	2744	1887
3	Isidor Gunsberg	2697	1887
4	Johannes Zukertort	2687	1887
5	Amos Burn	2667	1887
6	Berthold Englisch	2660	1887
7	Emil Schallopp	2648	1887
8	Siegbert Tarrasch	2646	1887
9	James Mason	2646	1887
10	Miksa Weiss	2638	1887
11	George Mackenzie	2624	1887
12	Samuel Lipschütz	2602	1887
13	Henry Bird	2599	1887
14	Jean Taubenhaus	2584	1887
15	Eugene Delmar	2582	1887
16	Hyde	2581	1887
17	Hans von Minckwitz	2572	1887
18	Dion Martinez	2570	1887
19	Fritz Riemann	2569	1887
20	Hartshorne	2568	1887
21	Johann Berger	2560	1887
22	Antony Guest	2550	1887
23	John Ryan	2537	1887
24	Ernst Flechsig	2533	1887
25	J Moore Hanham	2530	1887
26	Alexander Sellman	2522	1887
27	William Pollock	2512	1887
28	L Rothschild	2502	1887
29	Hermann von Gottschall	2502	1887
30	Gustave Simonson	2494	1887
31	William Wayte	2484	1887
32	Josef Noa	2476	1887
33	John Baird	2474	1887
34	Clapp	2469	1887
35	David Baird	2461	1887
36	George MacDonnell	2457	1887
37	Arthur Skipworth	2456	1887
38	Rudolf Loman	2449	1887
39	Charles Isaacson	2448	1887
40	Henry Schieffelin	2447	1887
41	D'Oench	2444	1887
42	George Wainwright	2442	1887
43	Arnold Schottländer	2442	1887
44	Wilfried Paulsen	2430	1887
45	Max Bier	2426	1887
46	James Mortimer	2426	1887
47	Edmund Thorold	2419	1887
48	Charles Ranken	2415	1887
49	J Porterfield Rynd	2408	1887
50	Sam Loyd	2396	1887
51	August Vorrath	2394	1887
52	Thomas Hewitt	2383	1887
53	John Owen	2377	1887
54	Albert von Rothschild	2370	1887
55	Kaltenbach	2365	1887
56	George Carpenter	2363	1887
57	Henry Reeves	2352	1887
58	Wordsworth Donisthorpe	2344	1887
59	Hatfield	2335	1887
60	Charles Fitch	2335	1887
61	Daniel Mills	2332	1887
62	Rumbold	2295	1887
63	Spiegle	2283	1887
64	John de Soyres	2280	1887
65	Wilfred Palmer	2279	1887
66	Schmidt	2273	1887
67	Schubert	2273	1887
68	Herbert Trenchard	2268	1887
69	Smith	2268	1887
70	W Nicholls	2263	1887
71	Alfred Peake	2250	1887
72	John Chambers	2227	1887
73	Joseph Babson	2224	1887
74	William Mackeson	2221	1887
1	Wilhelm Steinitz	2740	1888
2	Joseph Blackburne	2734	1888
3	Isidor Gunsberg	2713	1888
4	Miksa Weiss	2701	1888
5	George Mackenzie	2680	1888
6	Amos Burn	2677	1888
7	Siegbert Tarrasch	2664	1888
8	Berthold Englisch	2652	1888
9	Curt von Bardeleben	2651	1888
10	Johannes Zukertort	2630	1888
11	Emil Schallopp	2629	1888
12	Johann Berger	2629	1888
13	Louis Paulsen	2611	1888
14	Samuel Lipschütz	2601	1888
15	Eugene Delmar	2591	1888
16	James Mason	2585	1888
17	Emanuel Schiffers	2583	1888
18	Hyde	2580	1888
19	Hartshorne	2569	1888
20	Semyon Alapin	2569	1888
21	Henry Bird	2566	1888
22	Hans von Minckwitz	2559	1888
23	Celso Golmayo Zupide	2551	1888
24	Fritz Riemann	2551	1888
25	John Ryan	2548	1888
26	Gustave Simonson	2541	1888
27	Jean Taubenhaus	2540	1888
28	Johannes Metger	2539	1888
29	J Moore Hanham	2531	1888
30	Josef Noa	2530	1888
31	Hermann von Gottschall	2522	1888
32	Paul Seuffert	2512	1888
33	William Pollock	2508	1888
34	Francis Lee	2507	1888
35	Theodor von Scheve	2506	1888
36	L Rothschild	2502	1888
37	Max Judd	2501	1888
38	Max Harmonist	2498	1888
39	Horatio Caro	2492	1888
40	Antony Guest	2492	1888
41	Clapp	2479	1888
42	George MacDonnell	2475	1888
43	Alexander Fritz	2467	1888
44	Henry Schieffelin	2467	1888
45	Charles Isaacson	2465	1888
46	Arthur Skipworth	2464	1888
47	David Baird	2463	1888
48	Albert Hodges	2460	1888
49	D'Oench	2457	1888
50	Wilfried Paulsen	2442	1888
51	Arnold Schottländer	2442	1888
52	Max Bier	2430	1888
53	Daniel Mills	2429	1888
54	Carl Ahlhausen	2427	1888
55	August Vorrath	2426	1888
56	Edmund Thorold	2418	1888
57	J Porterfield Rynd	2409	1888
58	Andrés Vásquez	2394	1888
59	George Carpenter	2391	1888
60	Henry Reeves	2389	1888
61	Albert von Rothschild	2389	1888
62	Vicente Carvajal	2388	1888
63	James Mortimer	2387	1888
64	Oskar Cordel	2373	1888
65	Wordsworth Donisthorpe	2363	1888
66	Charles Locock	2337	1888
67	Spiegle	2311	1888
68	Wilfred Palmer	2296	1888
69	W Nicholls	2295	1888
70	Kirdorf	2292	1888
71	Karl Rothländer	2292	1888
72	Alfred Peake	2279	1888
73	John Chambers	2275	1888
74	William Mackeson	2258	1888
1	Wilhelm Steinitz	2753	1889
2	Isidor Gunsberg	2730	1889
3	Joseph Blackburne	2727	1889
4	Curt von Bardeleben	2690	1889
5	George Mackenzie	2685	1889
6	Miksa Weiss	2670	1889
7	Amos Burn	2649	1889
8	Eugene Delmar	2640	1889
9	Berthold Englisch	2628	1889
10	Fritz Riemann	2627	1889
11	Johann Berger	2623	1889
12	Emil Schallopp	2621	1889
13	James Mason	2615	1889
14	Jacques Mieses	2606	1889
15	Siegbert Tarrasch	2600	1889
16	Louis Paulsen	2588	1889
17	Horatio Caro	2585	1889
18	Samuel Lipschütz	2576	1889
19	Emanuel Schiffers	2576	1889
20	Semyon Alapin	2563	1889
21	Jean Taubenhaus	2559	1889
22	Hermann von Gottschall	2549	1889
23	Celso Golmayo Zupide	2547	1889
24	Henry Bird	2541	1889
25	Gustave Simonson	2539	1889
26	Josef Noa	2537	1889
27	John Ryan	2527	1889
28	Hyde	2524	1889
29	Theodor von Scheve	2518	1889
30	William Pollock	2517	1889
31	Hartshorne	2511	1889
32	John Owen	2506	1889
33	J Moore Hanham	2503	1889
34	Johannes Metger	2501	1889
35	Max Harmonist	2500	1889
36	Daniel Mills	2499	1889
37	Antony Guest	2488	1889
38	David Baird	2479	1889
39	Albert von Rothschild	2471	1889
40	Alexander Fritz	2471	1889
41	George MacDonnell	2468	1889
42	Edmund Thorold	2466	1889
43	Wilfried Paulsen	2464	1889
44	Arnold Schottländer	2463	1889
45	August Vorrath	2460	1889
46	D'Oench	2458	1889
47	Henry Schieffelin	2456	1889
48	Francis Lee	2456	1889
49	Max Judd	2455	1889
50	Hans von Minckwitz	2446	1889
51	Albert Hodges	2443	1889
52	Charles Locock	2442	1889
53	Carl Ahlhausen	2434	1889
54	Clapp	2431	1889
55	Bernhard Hülsen	2424	1889
56	Andrés Vásquez	2412	1889
57	James Mortimer	2406	1889
58	Spiegle	2405	1889
59	Oskar Cordel	2401	1889
60	Vicente Carvajal	2390	1889
61	John Hall	2379	1889
62	Alfred Rumboll	2362	1889
63	Wilfred Palmer	2341	1889
64	Albert Heyde	2322	1889
65	John Chambers	2302	1889
1	Wilhelm Steinitz	2735	1890
2	Mikhail Chigorin	2715	1890
3	Isidor Gunsberg	2715	1890
4	Miksa Weiss	2712	1890
5	Joseph Blackburne	2698	1890
6	Amos Burn	2697	1890
7	Siegbert Tarrasch	2678	1890
8	George Mackenzie	2671	1890
9	Curt von Bardeleben	2666	1890
10	Emanuel Lasker	2666	1890
11	Jacques Mieses	2657	1890
12	Samuel Lipschütz	2638	1890
13	Louis Paulsen	2630	1890
14	James Mason	2624	1890
15	Johann Bauer	2619	1890
16	Johann Berger	2611	1890
17	Emil Schallopp	2602	1890
18	Berthold Englisch	2596	1890
19	Theodor von Scheve	2594	1890
20	Horatio Caro	2581	1890
21	Louis van Vliet	2567	1890
22	Hermann von Gottschall	2562	1890
23	Jackson Showalter	2559	1890
24	Max Judd	2552	1890
25	Eugene Delmar	2550	1890
26	N Miniati	2547	1890
27	Josef Noa	2546	1890
28	Jean Taubenhaus	2542	1890
29	Henry Bird	2538	1890
30	Semyon Alapin	2536	1890
31	Johannes Metger	2534	1890
32	Joseph Blake	2532	1890
33	Celso Golmayo Zupide	2530	1890
34	William Pollock	2529	1890
35	Emanuel Schiffers	2529	1890
36	Max Harmonist	2524	1890
37	John Owen	2521	1890
38	Muller	2520	1890
39	Alexander Fritz	2513	1890
40	John Ryan	2510	1890
41	David Baird	2503	1890
42	Hans von Minckwitz	2498	1890
43	Daniel Mills	2497	1890
44	Vicente Carvajal	2488	1890
45	Antony Guest	2488	1890
46	Constant Burille	2483	1890
47	J Moore Hanham	2483	1890
48	Gustave Simonson	2483	1890
49	Edmund Thorold	2472	1890
50	Rudolf Loman	2471	1890
51	Dion Martinez	2471	1890
52	Lee	2467	1890
53	Heinrich Ranneforth	2463	1890
54	Bernhard Hülsen	2459	1890
55	Francis Lee	2457	1890
56	Charles Locock	2449	1890
57	George Wainwright	2446	1890
58	Hermann Specht	2441	1890
59	Methner	2441	1890
60	Paul Seuffert	2429	1890
61	George Gossip	2422	1890
62	Andrés Vásquez	2408	1890
63	Arnold van Foreest	2408	1890
64	James Mortimer	2401	1890
65	John Hall	2387	1890
66	Hermann Keidanski	2386	1890
67	Carl Ahlhausen	2380	1890
68	Alfred Rumboll	2372	1890
69	Karl Holländer	2371	1890
70	Oskar Cordel	2365	1890
71	John Baird	2361	1890
72	A Rembe	2360	1890
73	Nicholas MacLeod	2346	1890
74	I Leather	2332	1890
75	Albert Heyde	2318	1890
76	Lochte	2307	1890
1	Emanuel Lasker	2782	1891
2	Wilhelm Steinitz	2731	1891
3	Siegbert Tarrasch	2728	1891
4	Mikhail Chigorin	2713	1891
5	Miksa Weiss	2709	1891
6	Isidor Gunsberg	2703	1891
7	Amos Burn	2698	1891
8	Joseph Blackburne	2682	1891
9	Berthold Lasker	2680	1891
10	George Mackenzie	2659	1891
11	Curt von Bardeleben	2656	1891
12	Samuel Lipschütz	2643	1891
13	Theodor von Scheve	2641	1891
14	Johann Bauer	2636	1891
15	Horatio Caro	2634	1891
16	James Mason	2629	1891
17	Louis Paulsen	2618	1891
18	Jacques Mieses	2609	1891
19	Emil Schallopp	2604	1891
20	Max Judd	2597	1891
21	Samuel Tinsley	2588	1891
22	Johann Berger	2585	1891
23	Henry Bird	2584	1891
24	Berthold Englisch	2582	1891
25	Bernhard Fleissig	2578	1891
26	Semyon Alapin	2572	1891
27	Jean Taubenhaus	2562	1891
28	William Gunston	2562	1891
29	N Miniati	2557	1891
30	Jackson Showalter	2553	1891
31	Eugene Delmar	2543	1891
32	Francis Lee	2534	1891
33	Johannes Metger	2531	1891
34	Muller	2527	1891
35	Max Harmonist	2524	1891
36	Joseph Blake	2524	1891
37	Hermann von Gottschall	2520	1891
38	Alexander Fritz	2520	1891
39	William Pollock	2520	1891
40	Adolf Csánk	2519	1891
41	Emanuel Schiffers	2515	1891
42	David Baird	2513	1891
43	John Owen	2512	1891
44	Celso Golmayo Zupide	2510	1891
45	Georg Marco	2499	1891
46	John Ryan	2497	1891
47	J Moore Hanham	2489	1891
48	Constant Burille	2487	1891
49	Gustave Simonson	2484	1891
50	Bernhard Hülsen	2482	1891
51	Nikolay Mitropolsky	2477	1891
52	Dion Martinez	2476	1891
53	Rudolf Loman	2473	1891
54	Charles Moehle	2469	1891
55	Louis van Vliet	2468	1891
56	Herbert Trenchard	2468	1891
57	Oscar Müller	2465	1891
58	Jacques Schwarz	2464	1891
59	James Mortimer	2464	1891
60	Lee	2463	1891
61	Paul Seuffert	2444	1891
62	Hans von Minckwitz	2432	1891
63	Arnold van Foreest	2430	1891
64	Charles Locock	2430	1891
65	Andrés Vásquez	2426	1891
66	Hermann Keidanski	2421	1891
67	Edmund Thorold	2410	1891
68	John Hall	2409	1891
69	Carl Ahlhausen	2405	1891
70	Karl Holländer	2404	1891
71	Adolf Albin	2399	1891
72	George Gossip	2399	1891
73	Alfred Rumboll	2397	1891
74	Joseph Holzwarth	2391	1891
75	Henry Peachey	2377	1891
76	Jan Heemskerk	2377	1891
77	John Baird	2373	1891
78	George Wainwright	2372	1891
79	I Leather	2360	1891
80	Nicholas MacLeod	2360	1891
81	Albert Heyde	2339	1891
82	J Malta	2330	1891
83	Arthur Ropes	2316	1891
84	Arnoldus van Rhijn	2291	1891
85	Christian Messemaker	2285	1891
86	George Schott	2261	1891
1	Emanuel Lasker	2774	1892
2	Siegbert Tarrasch	2748	1892
3	Wilhelm Steinitz	2729	1892
4	Mikhail Chigorin	2709	1892
5	Isidor Gunsberg	2703	1892
6	Miksa Weiss	2695	1892
7	Amos Burn	2692	1892
8	Berthold Lasker	2668	1892
9	Joseph Blackburne	2665	1892
10	Horatio Caro	2664	1892
11	Theodor von Scheve	2656	1892
12	Samuel Lipschütz	2646	1892
13	Carl Walbrodt	2636	1892
14	James Mason	2632	1892
15	Curt von Bardeleben	2618	1892
16	Max Judd	2607	1892
17	Karl Holländer	2606	1892
18	Henry Bird	2603	1892
19	Jacques Mieses	2600	1892
20	Emil Schallopp	2583	1892
21	Bernhard Fleissig	2574	1892
22	Jackson Showalter	2569	1892
23	Berthold Englisch	2568	1892
24	Semyon Alapin	2568	1892
25	Samuel Tinsley	2567	1892
26	Celso Golmayo Zupide	2566	1892
27	N Miniati	2565	1892
28	Johann Berger	2561	1892
29	Eugene Delmar	2560	1892
30	Jean Taubenhaus	2555	1892
31	Joseph Blake	2552	1892
32	Rudolf Loman	2551	1892
33	William Gunston	2550	1892
34	Johannes Metger	2533	1892
35	Max Harmonist	2530	1892
36	Alexander Fritz	2530	1892
37	Heinrich Ranneforth	2526	1892
38	Richard Teichmann	2523	1892
39	Arthur Skipworth	2521	1892
40	William Pollock	2519	1892
41	David Baird	2518	1892
42	J Moore Hanham	2511	1892
43	Bernhard Hülsen	2509	1892
44	Hermann von Gottschall	2508	1892
45	Emanuel Schiffers	2503	1892
46	Georg Marco	2502	1892
47	Louis van Vliet	2498	1892
48	Francis Lee	2497	1892
49	Constant Burille	2495	1892
50	James Mortimer	2488	1892
51	Herbert Trenchard	2487	1892
52	Dion Martinez	2487	1892
53	Nandor Mueller	2484	1892
54	Adolf Csánk	2478	1892
55	Charles Moehle	2478	1892
56	Jacques Schwarz	2475	1892
57	Stanislaus Sittenfeld	2474	1892
58	Emil Kemény	2471	1892
59	Andrés Vásquez	2470	1892
60	John Owen	2468	1892
61	Vincenz Hrubý	2466	1892
62	Robert Wehner	2462	1892
63	Albert Hodges	2453	1892
64	Hans von Minckwitz	2444	1892
65	Charles Locock	2436	1892
66	Adolf Albin	2434	1892
67	Arnold van Foreest	2433	1892
68	Rolland	2433	1892
69	George Gossip	2427	1892
70	Oscar Müller	2413	1892
71	Charles Lambert	2409	1892
72	Edmund Thorold	2402	1892
73	John Baird	2397	1892
74	George Wainwright	2396	1892
75	Hermann Keidanski	2394	1892
76	Richard Fenton	2392	1892
77	Karl Eisenbach	2388	1892
78	Nicholas MacLeod	2388	1892
79	Paul Seuffert	2385	1892
80	Hunt	2384	1892
81	Jones-Bateman	2384	1892
82	Nicolai Jasnogrodsky	2373	1892
83	Siegmund Pollak	2359	1892
84	Julius Thirring	2359	1892
85	Louis Uedemann	2356	1892
86	Arnoldus van Rhijn	2342	1892
87	Armand Blackmar	2336	1892
88	Arthur Ropes	2313	1892
89	Henry Peachey	2313	1892
90	Jan Heemskerk	2307	1892
91	George Schott	2238	1892
1	Emanuel Lasker	2824	1893
2	Siegbert Tarrasch	2770	1893
3	Wilhelm Steinitz	2727	1893
4	Mikhail Chigorin	2713	1893
5	Carl Walbrodt	2694	1893
6	Gyula Makovets	2694	1893
7	Moritz Porges	2675	1893
8	Samuel Lipschütz	2675	1893
9	Horatio Caro	2672	1893
10	Isidor Gunsberg	2665	1893
11	Szymon Winawer	2664	1893
12	Joseph Blackburne	2664	1893
13	James Mason	2657	1893
14	Miksa Weiss	2652	1893
15	Berthold Lasker	2652	1893
16	Karl Holländer	2635	1893
17	Theodor von Scheve	2632	1893
18	Albert Hodges	2631	1893
19	Curt von Bardeleben	2625	1893
20	Joseph Blake	2616	1893
21	Hermann von Gottschall	2614	1893
22	Georg Marco	2604	1893
23	Henry Bird	2590	1893
24	Jackson Showalter	2586	1893
25	H Butler	2575	1893
26	Emil Schallopp	2570	1893
27	Berthold Englisch	2570	1893
28	Semyon Alapin	2566	1893
29	Celso Golmayo Zupide	2563	1893
30	Samuel Tinsley	2562	1893
31	Adolf Csánk	2560	1893
32	Max Judd	2560	1893
33	Arnold Schottländer	2558	1893
34	Jean Taubenhaus	2553	1893
35	Herbert Trenchard	2548	1893
36	Jacques Mieses	2547	1893
37	Wilson	2546	1893
38	William Gunston	2545	1893
39	Heinrich Ranneforth	2539	1893
40	Karl Eisenbach	2534	1893
41	Max Harmonist	2530	1893
42	J Moore Hanham	2529	1893
43	Adolf Albin	2527	1893
44	Vincenz Hrubý	2526	1893
45	F van den Berg	2523	1893
46	Josef Noa	2522	1893
47	Rudolf Loman	2509	1893
48	Robert Wehner	2503	1893
49	Richard Teichmann	2500	1893
50	Charles Locock	2494	1893
51	Emil Kemény	2492	1893
52	Adolf Olland	2492	1893
53	Francis Lee	2490	1893
54	Victor Exner	2489	1893
55	William Pollock	2488	1893
56	Eugene Delmar	2488	1893
57	Nandor Mueller	2486	1893
58	Andrés Vásquez	2482	1893
59	Louis van Vliet	2481	1893
60	Jones-Bateman	2477	1893
61	Albert Kauders	2476	1893
62	Theophil	2476	1893
63	Charles Moehle	2475	1893
64	Arnold van Foreest	2474	1893
65	Charles Lambert	2471	1893
66	John Owen	2466	1893
67	James Mortimer	2465	1893
68	Hans von Minckwitz	2460	1893
69	Arthur Kaufmann	2455	1893
70	Richard Fenton	2443	1893
71	Rolland	2441	1893
72	Edmund Thorold	2439	1893
73	Hermann Keidanski	2426	1893
74	Moritz Lewitt	2426	1893
75	Oscar Müller	2423	1893
76	Antony Guest	2422	1893
77	Nicolai Jasnogrodsky	2419	1893
78	Grünberger	2412	1893
79	Arthur Skipworth	2411	1893
80	Hunt	2409	1893
81	Siegmund Pollak	2405	1893
82	George Gossip	2405	1893
83	Wilfried Paulsen	2403	1893
84	Julius Thirring	2376	1893
85	Saualory	2370	1893
86	Alfred Rumboll	2364	1893
87	Eno	2355	1893
88	Henry Peachey	2349	1893
89	Jan Heemskerk	2346	1893
90	Koelmann	2322	1893
91	Arnoldus van Rhijn	2313	1893
92	George Schott	2282	1893
1	Emanuel Lasker	2850	1894
2	Siegbert Tarrasch	2753	1894
3	Mikhail Chigorin	2734	1894
4	Wilhelm Steinitz	2726	1894
5	Carl Walbrodt	2689	1894
6	Gyula Makovets	2677	1894
7	Joseph Blackburne	2677	1894
8	Horatio Caro	2672	1894
9	Samuel Lipschütz	2669	1894
10	Moritz Porges	2668	1894
11	Albert Hodges	2667	1894
12	James Mason	2664	1894
13	Szymon Winawer	2664	1894
14	Curt von Bardeleben	2652	1894
15	Harry Pillsbury	2649	1894
16	Berthold Lasker	2649	1894
17	Theodor von Scheve	2645	1894
18	Isidor Gunsberg	2641	1894
19	Karl Holländer	2635	1894
20	Hermann von Gottschall	2627	1894
21	Georg Marco	2625	1894
22	Joseph Blake	2618	1894
23	Robert Wehner	2615	1894
24	Rezsö Charousek	2613	1894
25	Jackson Showalter	2609	1894
26	Richard Teichmann	2604	1894
27	Adolf Albin	2604	1894
28	Semyon Alapin	2599	1894
29	Johannes Metger	2599	1894
30	Paul Lipke	2598	1894
31	Carl Schlechter	2595	1894
32	Celso Golmayo Zupide	2589	1894
33	Samuel Tinsley	2581	1894
34	Edward Jones	2567	1894
35	Arnold Schottländer	2565	1894
36	Adolf Zinkl	2563	1894
37	Arthur Kaufmann	2561	1894
38	Herbert Trenchard	2560	1894
39	Adolf Csánk	2558	1894
40	Paul Seuffert	2556	1894
41	Berthold Englisch	2555	1894
42	Max Judd	2552	1894
43	Henry Bird	2540	1894
44	Francis Lee	2536	1894
45	J Moore Hanham	2535	1894
46	Victor Exner	2535	1894
47	Josef Noa	2533	1894
48	Eugene Delmar	2530	1894
49	John Baird	2529	1894
50	Jean Taubenhaus	2527	1894
51	Jacques Mieses	2525	1894
52	Joachim Weiss	2519	1894
53	Karl Eisenbach	2519	1894
54	Norman van Lennep	2512	1894
55	Charles Locock	2512	1894
56	Albert Kauders	2512	1894
57	Emil Schallopp	2511	1894
58	William Gunston	2507	1894
59	Siegmund Pollak	2506	1894
60	Emil Kemény	2498	1894
61	Louis van Vliet	2496	1894
62	David Baird	2495	1894
63	John Owen	2488	1894
64	Jacob Halpern	2488	1894
65	Nandor Mueller	2487	1894
66	Theophil	2487	1894
67	Andrés Vásquez	2475	1894
68	Rudolf Loman	2475	1894
69	Nicolai Jasnogrodsky	2474	1894
70	Thalheim	2470	1894
71	Louis Jr Schmidt	2468	1894
72	James Mortimer	2468	1894
73	John Ryan	2467	1894
74	Richard Fenton	2458	1894
75	Alfred Ettlinger	2457	1894
76	Arthur Skipworth	2456	1894
77	Edmund Thorold	2447	1894
78	William Pollock	2447	1894
79	Oscar Müller	2445	1894
80	Edward Olly	2442	1894
81	Hermann Keidanski	2439	1894
82	Wilfried Paulsen	2428	1894
83	Charles Lambert	2423	1894
84	Saualory	2412	1894
85	Arnold van Foreest	2410	1894
86	Friedrich Weiss	2402	1894
87	Owitz	2402	1894
88	Moritz Lewitt	2399	1894
89	Ernst Varain	2395	1894
90	Grünberger	2387	1894
91	Alfred Rumboll	2383	1894
92	George Gossip	2381	1894
93	Julius Thirring	2375	1894
94	Richter	2371	1894
95	Sonatore	2355	1894
96	Koelmann	2307	1894
97	Oskar Bachstelz	2276	1894
1	Emanuel Lasker	2866	1895
2	Siegbert Tarrasch	2823	1895
3	Wilhelm Steinitz	2765	1895
4	Mikhail Chigorin	2755	1895
5	Paul Lipke	2723	1895
6	Richard Teichmann	2700	1895
7	Joseph Blackburne	2698	1895
8	Carl Walbrodt	2679	1895
9	Samuel Lipschütz	2662	1895
10	Albert Hodges	2661	1895
11	Alfred Jecke	2661	1895
12	Curt von Bardeleben	2658	1895
13	Moritz Porges	2651	1895
14	Szymon Winawer	2651	1895
15	Jackson Showalter	2651	1895
16	Georg Marco	2650	1895
17	Gyula Makovets	2650	1895
18	Hermann von Gottschall	2648	1895
19	Dawid Janowsky	2638	1895
20	Adolf Albin	2635	1895
21	Horatio Caro	2633	1895
22	Harry Pillsbury	2619	1895
23	Theodor von Scheve	2617	1895
24	Emanuel Schiffers	2615	1895
25	Stanislaus Sittenfeld	2611	1895
26	Victor Exner	2603	1895
27	Jacques Mieses	2600	1895
28	Carl Schlechter	2598	1895
29	Edward Hymes	2595	1895
30	Johann Berger	2591	1895
31	Robert Wehner	2584	1895
32	Johannes Metger	2581	1895
